1661365478.3977163,0
1661365478.3977647,0
1661365478.3977904,0
1661365478.3978639,0
1661365478.397989,0
1661365478.3980381,0
1661365478.398285,0
1661365478.3983567,0
1661365478.3984056,0
1661365478.3984437,0
1661365478.3985014,0
1661365478.398568,0
1661365478.3986092,0
1661365478.3986976,0
1661365478.3988242,0
1661365478.3989234,0
1661365478.399037,0
1661365478.3992436,0
1661365478.3993106,0
1661365478.3993328,0
1661365478.3995273,0
1661365478.3995488,0
1661365478.3996048,0
1661365478.3996396,0
1661365478.3996804,0
1661365478.3996944,0
1661365478.3997552,0
1661365478.3998218,0
1661365478.4007533,0
1661365478.4010692,0
1661365478.4026766,0
1661365478.4027193,0
1661365478.4027793,0
1661365478.4028232,0
1661365478.4028423,0
1661365478.4029412,0
1661365478.4030054,0
1661365478.4030867,0
1661365478.4031131,0
1661365478.4031553,0
1661365478.4031894,0
1661365478.4032323,0
1661365478.4032915,0
1661365478.403331,0
1661365478.4033666,0
1661365478.403456,0
1661365478.4034832,0
1661365478.4035287,0
1661365478.4035645,0
1661365478.4036129,0
1661365478.403636,0
1661365478.4036784,0
1661365478.4037344,0
1661365478.403791,0
1661365478.403834,0
1661365478.4038677,0
1661365478.4038963,0
1661365478.4039638,0
1661365478.404051,0
1661365478.4040897,0
1661365478.4041212,0
1661365478.4041524,0
1661365478.4042442,0
1661365478.4042962,0
1661365478.4043598,0
1661365478.4043958,0
1661365478.4044313,0
1661365478.4045126,0
1661365478.4046116,0
1661365478.404656,0
1661365478.4047093,0
1661365478.4053478,0
1661365478.4055743,0
1661365478.4063034,0
1661365478.4064047,0
1661365478.406547,0
1661365478.406693,0
1661365478.406896,0
1661365478.4071546,0
1661365478.4072173,0
1661365478.4072874,0
1661365478.4073353,0
1661365478.4074004,0
1661365478.407436,0
1661365478.4074814,0
1661365478.4075365,0
1661365478.4079716,0
1661365478.4080703,0
1661365478.408354,0
1661365478.4084067,0
1661365478.4090457,0
1661365478.4091225,0
1661365478.4093363,0
1661365478.420459,0
1661365478.4205468,0
1661365478.4274256,0
1661365478.4285285,0
1661365478.4289832,0
1661365478.4305315,0
1661365478.4493308,0
1661365478.4510894,0
1661365478.4606674,0
1661365478.4714985,0
1661365478.4800076,0
1661365478.492349,0
1661365478.5023196,0
1661365478.5120606,0
1661365478.5254064,0
1661365478.532775,0
1661365478.549786,0
1661365478.5589356,0
1661365478.5814314,0
1661365478.5912142,0
1661365478.5912204,0
1661365478.6058707,0
1661365478.6159344,0
1661365478.6207745,0
1661365478.6278396,0
1661365478.6323392,0
1661365478.6421955,0
1661365478.6496534,0
1661365478.6608317,0
1661365478.6926935,0
1661365478.698663,0
1661365478.6986678,0
1661365478.71104,0
1661365478.7171474,0
1661365478.7261164,0
1661365478.7290444,0
1661365478.7415013,0
1661365478.752673,0
1661365478.761437,0
1661365478.7717502,0
1661365478.7826872,0
1661365478.7912328,0
1661365478.7993522,0
1661365478.8123267,0
1661365478.8211887,0
1661365478.831781,0
1661365478.8410962,0
1661365478.84964,0
1661365478.8633733,0
1661365478.8729193,0
1661365478.8799965,0
1661365478.8916755,0
1661365478.906294,0
1661365478.9139268,0
1661365478.920752,0
1661365478.9328604,0
1661365478.941731,0
1661365478.9551978,0
1661365478.9613752,0
1661365478.9766016,0
1661365478.9812813,0
1661365478.997037,0
1661365479.0035841,0
1661365479.009179,0
1661365479.0217195,0
1661365479.036136,0
1661365479.0429757,0
1661365479.050141,0
1661365479.0598562,0
1661365479.0719702,0
1661365479.0806491,0
1661365479.090835,0
1661365479.1000094,0
1661365479.111952,0
1661365479.1213396,0
1661365479.1293042,0
1661365479.1415982,0
1661365479.1523955,0
1661365479.1615438,0
1661365479.170902,0
1661365479.180263,0
1661365479.1926446,0
1661365479.2026837,0
1661365479.210135,0
1661365479.2279663,0
1661365479.234154,0
1661365479.2436576,0
1661365479.2499797,0
1661365479.26068,0
1661365479.277268,0
1661365479.2807178,0
1661365479.2905912,0
1661365479.3021758,0
1661365479.3112972,0
1661365479.323029,0
1661365479.3332036,0
1661365479.3407624,0
1661365479.3505971,0
1661365479.3615732,0
1661365479.3694015,0
1661365479.383649,0
1661365479.390343,0
1661365479.3997366,0
1661365479.411352,0
1661365479.4215615,0
1661365479.4299872,0
1661365479.4421864,0
1661365479.449956,0
1661365479.4656796,0
1661365479.4720273,0
1661365479.4795933,0
1661365479.490008,0
