Wall time,Step,Value
1658474446.202174,1,71.50117492675781
1658474453.1098866,2,42.70834732055664
1658474458.8338785,3,26.611207962036133
1658474466.6683307,4,-4.609766483306885
1658474469.910564,5,80.56414031982422
1658474477.8845959,6,80.1515121459961
1658474484.0015903,7,54.61948776245117
1658474491.7035515,8,3.8197638988494873
1658474501.870413,9,12.004775047302246
1658474506.1057746,10,51.51028060913086
1658474510.5299864,11,9.572652816772461
1658474517.1006916,12,22.728580474853516
1658474521.9018288,13,-4.559703350067139
1658474524.7620535,14,42.060237884521484
1658474528.7765207,15,106.67462921142578
1658474535.6449656,16,69.91902923583984
1658474539.6350834,17,4.677012920379639
1658474542.483705,18,63.26374816894531
1658474552.0675647,19,69.45127868652344
1658474556.0605357,20,93.74932861328125
1658474559.5716207,21,61.65266799926758
1658474562.316511,22,22.662498474121094
1658474564.7483215,23,38.27581787109375
1658474566.1668942,24,6.656827926635742
1658474573.2444065,25,29.686481475830078
1658474574.6615717,26,13.657730102539062
1658474579.8612576,27,71.56726837158203
1658474584.5464919,28,37.0136833190918
1658474586.742348,29,35.241878509521484
1658474590.0287213,30,67.25558471679688
1658474591.4980211,31,13.699841499328613
1658474598.85678,32,-9.749943733215332
1658474606.0668216,33,-10.51591968536377
1658474607.6568546,34,12.855112075805664
1658474609.3534615,35,7.039717197418213
1658474612.7764492,36,55.795692443847656
1658474617.0431437,37,51.0968132019043
1658474623.4137406,38,47.4225959777832
1658474626.297297,39,59.97329330444336
1658474629.902398,40,0.16659457981586456
1658474631.279225,41,7.254406929016113
1658474633.6950917,42,14.317310333251953
1658474639.3272548,43,38.965660095214844
1658474642.7556782,44,34.342193603515625
1658474647.7671983,45,9.548882484436035
1658474651.266374,46,29.2775821685791
1658474656.987429,47,32.093326568603516
1658474663.4731083,48,45.828956604003906
1658474665.6592965,49,1.2550231218338013
1658474667.043628,50,1.6672084331512451
1658474670.2844293,51,102.82364654541016
1658474677.1002648,52,11.592447280883789
1658474680.8285716,53,48.485660552978516
1658474685.1461246,54,7.66282320022583
1658474688.5192003,55,51.89838409423828
1658474698.103003,56,25.027523040771484
1658474709.2463875,57,52.2044792175293
1658474715.739285,58,41.05219268798828
1658474731.7381656,59,-44.59956741333008
1658474735.439794,60,54.02193832397461
1658474738.3484132,61,37.25437545776367
1658474745.40685,62,3.5344159603118896
1658474753.3645039,63,32.187416076660156
1658474758.3561385,64,34.27668762207031
1658474760.855162,65,30.361358642578125
1658474764.9218125,66,11.328185081481934
1658474771.3815114,67,-2.2047834396362305
1658474776.4170914,68,5.157476902008057
1658474784.6246016,69,-15.024927139282227
1658474787.8167422,70,37.83282470703125
1658474790.9546154,71,16.264108657836914
1658474793.788687,72,61.90410614013672
1658474795.197708,73,14.739922523498535
1658474806.2154107,74,10.585062026977539
1658474812.5311215,75,17.582834243774414
1658474822.8382373,76,1.462327003479004
1658474824.556965,77,24.878475189208984
1658474827.42361,78,68.90171813964844
1658474829.4604301,79,4.752980709075928
1658474833.0672493,80,64.97454071044922
1658474843.6942773,81,79.08912658691406
1658474859.5448515,82,4.866977691650391
1658474864.3223486,83,20.525056838989258
1658474873.2618344,84,75.7202377319336
1658474883.7323637,85,4.831199645996094
1658474894.7711468,86,19.049610137939453
1658474898.1369529,87,102.33287048339844
1658474899.663675,88,21.96641731262207
1658474907.1685174,89,37.17135238647461
1658474913.6186662,90,-4.48630952835083
1658474918.199482,91,53.69569396972656
1658474925.6145244,92,10.58338737487793
1658474951.2484004,93,-32.588619232177734
1658474953.7208986,94,-1.6453856229782104
1658474956.7343583,95,7.403905868530273
1658474965.7781274,96,26.873193740844727
