Wall time,Step,Value
1661111162.6793146,1,58.96833419799805
1661111165.9400916,2,65.38487243652344
1661111169.4596622,3,95.2269058227539
1661111172.2386715,4,45.637001037597656
1661111175.184117,5,103.45928955078125
1661111177.8721776,6,15.576115608215332
1661111179.8879716,7,4.410195827484131
1661111184.34798,8,0.00711903115734458
1661111186.5898716,9,33.082611083984375
1661111192.61981,10,75.91104125976562
1661111204.802271,11,-16.869091033935547
1661111212.792889,12,14.390464782714844
1661111219.1844194,13,20.00629425048828
1661111225.5057778,14,29.569185256958008
1661111236.0787628,15,13.822811126708984
1661111240.7631948,16,41.29794692993164
1661111248.4806743,17,48.63822555541992
1661111250.2019806,18,27.027803421020508
1661111256.2895596,19,-13.76430606842041
1661111260.7242293,20,9.117783546447754
1661111265.5275905,21,-21.91211700439453
1661111267.7677484,22,4.3963422775268555
1661111273.3216338,23,-9.973773956298828
1661111280.3007188,24,-4.924809455871582
1661111289.1764522,25,-17.406095504760742
1661111295.1497223,26,19.00389862060547
1661111300.9031672,27,55.13275146484375
1661111305.2850792,28,1.8565236330032349
1661111308.7881222,29,11.667245864868164
1661111310.579007,30,44.89345932006836
1661111313.3117542,31,58.769954681396484
1661111315.793626,32,-0.18588298559188843
1661111320.3753824,33,16.86388397216797
1661111322.96437,34,4.395237445831299
1661111330.6691492,35,63.95486831665039
1661111333.3001754,36,6.563714027404785
1661111337.3035865,37,-0.7955833077430725
1661111341.5203514,38,12.442224502563477
1661111346.0008092,39,55.079647064208984
1661111350.942459,40,28.67359733581543
1661111355.4165123,41,9.491884231567383
1661111360.6879559,42,26.29071044921875
1661111365.2098799,43,3.6344101428985596
1661111370.1456323,44,59.41840362548828
1661111371.5093167,45,12.723329544067383
1661111375.165067,46,23.32113265991211
1661111378.1864977,47,2.24867582321167
1661111381.8106472,48,43.490516662597656
1661111384.6710076,49,16.253402709960938
1661111388.0565555,50,39.71978759765625
1661111392.5092936,51,45.27456283569336
1661111397.9737408,52,8.679561614990234
1661111405.112906,53,48.328773498535156
1661111409.8465972,54,22.195899963378906
1661111413.135232,55,59.79883575439453
1661111420.099304,56,-7.107535362243652
1661111425.1775837,57,102.8744125366211
1661111428.424235,58,47.35420608520508
1661111432.9257069,59,50.155731201171875
1661111439.497204,60,37.73373031616211
1661111446.8630393,61,79.94479370117188
1661111450.8457263,62,94.36984252929688
1661111454.5481656,63,-3.7517142295837402
1661111467.0021107,64,-34.556373596191406
1661111474.7868152,65,39.92935562133789
1661111480.4302838,66,44.114810943603516
1661111485.4324372,67,-15.092647552490234
1661111488.6320589,68,28.069921493530273
1661111494.4203942,69,-0.9440152645111084
1661111496.251654,70,27.224369049072266
1661111498.0992115,71,29.869417190551758
1661111504.235845,72,71.5428466796875
1661111508.3457453,73,38.85838317871094
1661111511.9160364,74,0.5678852796554565
1661111512.1431782,75,-6.818098068237305
1661111518.7130077,76,34.16864776611328
1661111522.337667,77,43.9847526550293
1661111530.9893627,78,18.75271224975586
1661111533.1414466,79,31.46405601501465
1661111537.120487,80,8.035260200500488
1661111540.4587898,81,32.605525970458984
1661111549.017831,82,75.2452392578125
1661111559.9126077,83,6.9686431884765625
1661111565.777125,84,47.471397399902344
1661111579.2580996,85,-26.937252044677734
1661111581.6962726,86,34.7054443359375
1661111589.443248,87,15.098421096801758
1661111595.189845,88,-15.189614295959473
1661111599.4555533,89,96.39163208007812
1661111602.3094053,90,59.40306091308594
1661111603.7488153,91,11.64824390411377
1661111608.9624515,92,57.20853805541992
1661111612.005226,93,7.141820430755615
1661111613.5882182,94,13.557967185974121
1661111616.5127127,95,17.261791229248047
1661111624.1658275,96,66.16284942626953
1661111626.9513948,97,29.679506301879883
