Wall time,Step,Value
1661110249.0771348,1,26.020160675048828
1661110250.4211605,2,2.6586968898773193
1661110253.1504714,3,11.611004829406738
1661110257.5172455,4,39.36347961425781
1661110261.759168,5,76.07234954833984
1661110265.699094,6,91.96456909179688
1661110268.0917628,7,34.303794860839844
1661110274.0717912,8,83.8531265258789
1661110275.915432,9,9.549559593200684
1661110279.239514,10,37.955650329589844
1661110282.0245,11,39.130821228027344
1661110283.9229362,12,18.323232650756836
1661110286.3720453,13,27.13761329650879
1661110294.156017,14,35.725154876708984
1661110296.4071345,15,6.632784366607666
1661110300.0396223,16,51.89163589477539
1661110306.194917,17,61.73982620239258
1661110309.2849593,18,28.17319107055664
1661110313.6259263,19,24.696258544921875
1661110316.9172175,20,97.20446014404297
1661110323.817866,21,-13.71895980834961
1661110326.7843757,22,1.1808849573135376
1661110329.5168192,23,23.673263549804688
1661110332.937159,24,4.160055637359619
1661110335.6478791,25,54.96765899658203
1661110340.2222023,26,6.960227966308594
1661110341.6383584,27,23.000669479370117
1661110343.104955,28,10.77924633026123
1661110346.2338252,29,99.85304260253906
1661110349.0847306,30,49.882347106933594
1661110353.338502,31,76.94116973876953
1661110355.1950796,32,20.730031967163086
1661110358.5409634,33,47.72262954711914
1661110362.2806687,34,54.465641021728516
1661110366.5948436,35,-0.25798696279525757
1661110368.498675,36,-5.05676794052124
1661110371.8534317,37,12.14598274230957
1661110375.1591923,38,98.69187927246094
1661110376.5598767,39,14.640421867370605
1661110378.0974612,40,30.686832427978516
1661110381.6102374,41,8.65092658996582
1661110383.3552957,42,35.05646514892578
1661110386.7121608,43,46.36239242553711
1661110388.2089458,44,28.646953582763672
1661110389.6760204,45,22.98114776611328
1661110395.769725,46,87.96226501464844
1661110397.734387,47,22.085620880126953
1661110399.3311214,48,3.4937846660614014
1661110402.7575562,49,83.02310943603516
1661110405.7212746,50,45.233970642089844
1661110410.1921015,51,-9.599446296691895
1661110412.8827908,52,-5.538094997406006
1661110415.1215706,53,5.879317283630371
1661110419.4314444,54,13.755637168884277
1661110427.7773101,55,-2.2782340049743652
1661110432.8549635,56,23.39239501953125
1661110434.4243622,57,18.721773147583008
1661110435.9270124,58,14.1422758102417
1661110438.780052,59,61.00025177001953
1661110440.2199912,60,22.167804718017578
1661110442.7921083,61,56.922576904296875
1661110444.148192,62,19.838197708129883
1661110447.6195207,63,71.28543853759766
1661110449.0094898,64,38.6938362121582
1661110456.1336281,65,12.631119728088379
1661110461.1158361,66,-20.746461868286133
1661110463.38011,67,53.23336410522461
1661110465.8829386,68,54.85327911376953
1661110470.203053,69,51.558719635009766
1661110472.2745333,70,9.680118560791016
1661110473.6900885,71,28.231996536254883
1661110476.9704235,72,24.26421356201172
1661110481.0473912,73,51.0645637512207
1661110484.784531,74,72.4517822265625
1661110494.3016255,75,59.80318832397461
1661110497.844014,76,18.293254852294922
1661110502.9757013,77,-6.128880023956299
1661110510.3317773,78,68.09113311767578
1661110511.7000587,79,26.468965530395508
1661110516.5974894,80,12.449010848999023
1661110519.3328798,81,48.2685546875
1661110525.2075408,82,43.56645584106445
1661110526.6416597,83,7.755030155181885
1661110532.4958735,84,6.7804670333862305
1661110535.614814,85,48.72675323486328
1661110537.051233,86,2.31728458404541
1661110541.762084,87,0.32354944944381714
1661110546.4296222,88,4.311159610748291
1661110548.6531126,89,7.503324508666992
1661110552.0789065,90,-20.56923484802246
1661110556.147053,91,69.85490417480469
1661110559.1758976,92,80.61442565917969
1661110562.4351463,93,57.430747985839844
1661110564.2637906,94,7.005772113800049
1661110566.92732,95,46.50065231323242
1661110571.227576,96,85.66608428955078
